index,name,type,category,Courriel,Type.1,Région,Periodicité,Province,Ville,Catégorie,Groupe de presse,Télécopieur,Site web,Code postal,Spécialisations,Téléphone,Adresse
127,C B C (Québec),Radio,Radio-Canada,,Radio,Québec,,QC,Québec,,Radio-Canada,(418) 525-3333,,G1R 5J1,Informations générales,(418) 643-1357 ou 646-94,"Tribune de la presse 1050, des Parlementaires, #2.19"
128,C C A P - TV,Télévision,Indépendant,ccaptv@ccapcable.com,Télévision,Québec,,QC,Charlesbourg,Média communautaire,Indépendant,(418) 849-9465,www.ccapcable.com,G2N 1P7,Affaires régionales,(418) 849-4009,"860, av. Notre-Dame "
129,C F B S - FM,Radio,Indépendant,cfbs@globetrotter.qc.ca,Radio,Côte-Nord,,QC,Blanc-Sablon,Média communautaire,Indépendant,418 461-2425,www.cfbsradio.net,G0G 1W0,,418 461-2445,"1193, boul. Dr Camille Marcoux C.P. 8"
130,C F E R (TVA - Sept-Iles),Télévision,Quebecor,,Télévision,Côte-Nord,,QC,Sept-Iles,Média communautaire,Quebecor,418 968-5665,http://cfer.tva.ca,G4R 2N5,,418 968-6024,"410, Evangéline "
131,C F G T - A M  1270,Radio,RNC Media,kykfm@digicom.qc.ca,Radio,Saguenay-Lac-St-Jean,,QC,Alma,,RNC Media,418 662-6070,,G8B 1L9,,418 662-6673,"460, place Sacré-Coeur O., #200 "
132,"C F I M - 92,7 FM",Radio,Indépendant,administration@cfim.ca,Radio,Gaspésie-IdM,,QC,Cap-aux-Meules,Média communautaire,Indépendant,418 986-5319,www.cfim.ca,G4T 1R3,Affaires régionales - Arts et culture - Communautaire,418 986-5233,"1172, ch Lavernière C.P. 8192"
133,C F J O (Lac Mégantic),Radio,Indépendant,cfjo@ivic.qc.ca,Radio,Chaudière-Appalaches,,QC,Thetford-Minres,,Indépendant,(819) 583-6104,www.cfjo.com,G6B 1H3,,(819) 583-4721,"3640, Durand "
134,C F L I - FM,Radio,Indépendant,,Radio,Montréal,,QC,Montréal,Média étudiant,Indépendant,(514) 848-7450,,H4B 1P6,,(514) 484-2400  ou 848-7,"Radio Loyola 6931, Sherbrooke O."
135,"C F L M - 97,1 FM",Radio,Indépendant,radio.h-m@tlb.sympatico.ca,Radio,Mauricie,,QC,La Tuque,,Indépendant,819 676-8000,www.cflm.ca,G9X 3P6,,819 523-4575,"537, rue Commerciale, C.P. 850 "
136,C F L O - FM,Radio,Indépendant,nouvelles@cflo.ca,Radio,Laurentides,,QC,Mont-Laurier,,Indépendant,819 623-7406,www.cflo.ca,J9L 2R9,,819 623-6610,"456, du Pont "
137,C F L X - FM,Radio,Indépendant,direction@cflx.qc.ca,Radio,Estrie,,QC,Sherbrooke,Média communautaire,Indépendant,819 566-7331,cflx.qc.ca,J1H 5A9,Actualités - Communautaire,819 566-2787,"67, Wellington N. "
138,C F M B Radio Montreal (1280 AM),Radio,Indépendant,info@cfmb.ca,Radio,Montréal,,QC,Westmount,Média ethnique,Indépendant,514 483-1362,www.cfmb.ca,H3Z 1N7,Interculturel,514 483-2362,"35, York "
139,C F M F - FM,Radio,Indépendant,journaliste@diffusionfermont.ca,Radio,Côte-Nord,,QC,Fermont,Média communautaire,Indépendant,418 287-5776,www.cfmf.ca,G0G 1J0,Communautaire - affaires régionales,418 287-5147,"20, place Daviault "
140,C F M V - FM,Radio,Indépendant,cfmv@fm96-3.com,Radio,Gaspésie-IdM,,QC,Chandler,,Indépendant,418 689-4621,www.fm96-3.com,G0C 1K0,,418 689-4921,"141, Commerciale O., #101 "
141,C F N J  - FM  (Radio Nord-Joli),Radio,Indépendant,info@cfnj.net,Radio,Lanaudière,,QC,St-Gabriel de Brandon,,Indépendant,450 835-3581,www.cfnj.net,J0K 2N0,,450 835-3437,"245, Beauvilliers "
142,C F O R - FM,Radio,Indépendant,cfor993@b2b2c.ca,Radio,Outaouais,,QC,Maniwaki,,Indépendant,819 441-3488,,J9E 1Z8,,819 441-0993,"139, Principale S. "
143,C F O U - FM,Radio,Indépendant,progcfou@uqtr.ca,Radio,Mauricie,,QC,Trois-Rivières,Média étudiant,Indépendant,819 376-5239,www.cfou.ca,G9A 5H7,Actualités - Éducation - Société - Arts et culture,"819 376-5184, #2","3351, boul. des Forges Pav. 1002 Nérée Beauchemin"
144,C F R L - FM,Radio,Indépendant,,Radio,Côte-Nord,,QC,La Romaine,Média ethnique,Indépendant,418 229-2315,,G0G 1M0,actualités autochtones,418 229-2075,C. P. 197 22 rue du Large
145,C F T H - FM,Radio,Indépendant,,Radio,,,QC,Harrington Harbour,Média communautaire,Indépendant,(418) 795-3200,,G0G 1N0,,(418) 795-3344,C.P. 88 
146,"C F V D - 95,5 FM",Radio,Indépendant,horizon@fm95.ca,Radio,Bas-St-Laurent,,QC,Dégelis,,Indépendant,418 853-3321,www.fm95.ca,G5T 1Y1,,418 853-3370,"654, 6e Rue E. "
147,"C H A I - 101,9 FM",Radio,Indépendant,chai.info@videotron.ca,Radio,Montérégie,,QC,Châteauguay,Média communautaire,Indépendant,450 698-3339,www.1019fm.net,J6J 1Y2,Arts et culture - Affaires régionales - Communautaire,450 698-3138,"25, Saint-Francis "
148,"C H E F - 99,9 FM",Radio,Indépendant,chef99fm@lino.com,Radio,,,QC,Matagami,Média communautaire,Indépendant,819 739-6003,www.chef99.ca,J0Y 2A0,,819 739-9990,"110, boul. Matagami, C.P. 39 "
149,C H F G - FM (Chisabi Radio Station),Radio,Indépendant,chisa@cancom.net,Radio,Québec,,QC,Chisabi,Média communautaire,Indépendant,819-855-3186,,J0M 1E0,,819-855-2527,C. P. 420 
150,C H G A - FM,Radio,Indépendant,ndesjardins@chga.fm,Radio,Outaouais,,QC,Maniwaki,Média communautaire,Indépendant,819 449-7331,www.chga.fm,J9E 2K7,Affaires régionales - Communautaire,819 449-9730,"158, Laurier "
151,"C H I P - 101,7 FM",Radio,Indépendant,,Radio,Outaouais,,QC,Fort-Coulonge,Média communautaire,Indépendant,819 683-3211,www.chipfm.com,J0X 1V0,Communautaire,819 683-3155,"138, Principale C.P. 820"
152,C H L C - FM ,Radio,Indépendant,chlcfm97@globetrotter.net,Radio,Côte-Nord,,QC,Baie-Comeau,,Indépendant,418 589-9086,www.chlc.com,G5C 1N3,,418 589-3771,"907, de Puyjalon "
153,C H M E - FM,Radio,Indépendant,chmenouvelles@yahoo.ca,Radio,Côte-Nord,,QC,Essipit,,Indépendant,418 233-3326,chme949.jimdo.com,G0T 1K0,,418 233-2700,"34, de la Réserve "
154,C H M K - FM / Radio communautaire de la Manawan,Radio,Indépendant,live@chmk.ca,Radio,Lanaudière,,QC,Manawan,Média communautaire,Indépendant,819 971-8860,www.chmk.ca,J0K 1M0,Autochtones - Communautaire,819 971-1390,"Radio communautaire Attikamek 251, Mahikam"
155,C H N C - FM,Radio,Indépendant,infochnc@globetrotter.net,Radio,Gaspésie-IdM,,QC,New-Carlisle,,Indépendant,418 752-6939,www.radiochnc.com,G0C 1Z0,,418 752-2215 ,"153, boul. Gérard-D.-Lévesque "
156,C H O A - FM,Radio,RNC Media,info@radionord.com,Radio,Abitibi-Témiscamingue,,QC,La Sarre,,RNC Media,(819) 333-2066,www.radionord.net,J9Z 2Y1,Informations générales,(819) 333-5505,"122, 5e Avenue E. "
157,"C H O C FM 104,9",Radio,Independant,programmation@chocfm.com,Radio,Montérégie,,QC,Saint-Rémi,Média communautaire,Independant,450 454-9435,www.chocfm.com,J0L 2L0,,450 454-5500,"93, Lachapelle E. "
158,C H O D - FM,Radio,Indépendant,chodfm@chodfm.ca,Radio,Canada anglais,,ON,Casselmanon,Média communautaire,Indépendant,613 936-2568,www.chodfm.ca,K0A 1M0,,613 936-2463,"100, Industriel  "
159,"C H O E - FM 95,3 ",Radio,Cogeco,choefm@globetrotter.net,Radio,Gaspésie-IdM,,QC,Matane ,,Cogeco,418 562-0778,www.choefm.com,G4W 1V7,,418 562-4141,"800, av. du Phare O. "
160,C H O I Radio X ,Radio,RNC Media,reception@radiox.com,Radio,Québec,,QC,Québec,,RNC Media,,www.radiox.com,G1S 1E5,,418 687-9810,"1134, Grande-Allée O. Bureau 300"
161,"C H O M 97,7 FM",Radio,Bell Media,infodesk@chom.com,Radio,Montréal,,QC,Montréal,,Bell Media,514 931-3977,www.chom.com,H2L 4T9,,514 931-2466,1717 boulevard René-Lévesque Est  
162,C H O X - FM,Radio,Groupe Simard,nouvelles@chox97.com,Radio,Bas-St-Laurent,,QC,La Pocatière,,Groupe Simard,418 856-3747,www.chox97.com,G0R 1Z0,,"418 856-1310, #220","601, 1re Rue Poiré O., #50 "
163,"C H R M - FM 105,3",Radio,Ind./Petit groupe,choefm@globetrotter.net,Radio,Gaspésie-IdM,,QC,Matane ,,Ind./Petit groupe,418 562-0778,www.chrmfm.com,G4W 1V7,,418 562-4141,"800, av. du Phare O. "
164,C H U O - FM ,Radio,Indépendant,chuofm@uottawa.ca,Radio,Outaouais,,ON,Ottawa,Média communautaire,Indépendant,(613) 562-5848,,K1N 6N5,Informations générales,,"85, University, #227 "
165,"C H Y Z 94,3 FM",Radio,Indépendant,programmation@chyz.ca,Radio,Québec,,QC,Sainte-Foy,Média étudiant,Indépendant,418 656-3660,www.chyz.ca,G1V 0A6,Radio étudiante,418 656-7007,"Université Laval, Pavillon Pollack #0236"
166,C I A U - FM,Radio,Indépendant,ciaufm@lino.com,Radio,Québec,,QC,Radisson,Média communautaire,Indépendant,819 638-7033,www.ciaufm.ca,J0Y 2X0,,819 638-7033,"143, jolliet, C.P. 285 "
167,"C I B L 101,5 Montréal",Radio,Indépendant,salledepresse@cibl1015.com,Radio,Montréal,,QC,Montréal,Média communautaire,Indépendant,514 526-3583,www.cibl1015.com,H2X 1K4,Affaires publiques - Arts et culture - Communautaire,"514 526-2581, #254","2, Sainte-Catherine E., #201 "
168,C I B M  107 FM,Radio,Groupe Simard,info@cibm107.com,Radio,Bas-St-Laurent,,QC,Rivière-du-Loup,,Groupe Simard,,www.cibm107.com,G5R 1L5,Affaires régionales,418 867-1071,"64, Hôtel-de-Ville  "
169,C I E L,Radio,Groupe Simard,info@ciel103.com,Radio,Bas-St-Laurent,,QC,Rivière-du-Loup,,Groupe Simard,,www.ciel103.com,G5R 1L5,Affaires régionales,418 862-8241,"64, Hôtel-de-Ville "
170,C I E U - FM,Radio,Indépendant,information@cieufm.com,Radio,Gaspésie-IdM,,QC,Carleton,Média communautaire,Indépendant,418 364-3150,www.cieufm.com,G0C 1J0,,418 364-7094,"1645, boul. Perron E. "
171,C I G N FM - Coaticook,Radio,Indépendant,info@cignfm.ca,Radio,Estrie,,Québec,Coaticook,Média communautaire,Indépendant,,www.cignfm.ca,J1A 1P3,,819 804-0967,"39, rue Main Ouest "
172,"C I H O 96,3 FM",Radio,Indépendant,nouvelles@cihofm.com,Radio,Québec,,QC,Saint-Hilarion,Média communautaire,Indépendant,418 457-3518,www.cihofm.com,G0A 3V0,,418 665-5228,"315, ch. Cartier N. "
173,C I H W - FM,Radio,Indépendant,cihw@megaquebec.net,Radio,Québec,,QC,Wendake,Média ethnique,Indépendant,(418) 843-4116,www.cihw.org,G0A 4V0,musique - nouvelles régionales,(418) 843-3937,"545, Thomas-Martin "
174,"C I L E MF 95,1",Radio,Indépendant,info@cilemf.com,Radio,Côte-Nord,,QC,Havre Saint-Pierre,Média communautaire,Indépendant,418 538-3870,www.cilemf.com,G0G 1P0,Affaires publiques - Affaires régionales - Arts et culture,418 538-2451,"992, du Bouleau "
175,C I M E - FM,Radio,Cogeco,nouvelles@cime.fm,Radio,Laurentides,,QC,Saint-Jérome,,Cogeco,450 504-5601,www.cime.fm,J7Y 2G8,,450 431-2463,"300, rue Marie-Victorin, #102 "
176,C I M I - FM,Radio,Indépendant,information@cimifm.com,Radio,Québec,,QC,Charlebourg,,Indépendant,418 623-2538,www.cimifm.com,G1H 3A5,,418 670-9001,"4500, boul. Henri-Bourassa, #103 "
177,C I O N - FM,Radio,Indépendant,cionfm@radiogalilee.com,Radio,Québec,,QC,Sainte-Foy,,Indépendant,418 650-3306,www.radiogalilee.com,G1X 1R4,Religion,"418 659-9090, # 270","3196, ch. Sainte-Foy "
178,"C I P C 99,1 FM",Radio,Indépendant,cipc991@laradioactive.com,Radio,Côte-Nord,,QC,Sept-Îles,,Indépendant,418 968-9900,http://www.laradioactive.com ,G4R 1X2,,418-968-2472,"365, boul. Laure "
179,C I Q C - AM,Radio,,,Radio,Montréal,,QC,Verdun,,,(514) 767-5666,,H4G 2R2,Informations générales,(514) 767-6490,"211, av. Gordon, 3e étage "
180,"C I Q I - 90,3 FM",Radio,Groupe Simard,nouvelles@ciqifm.com,Radio,,,,Montmagny,,Groupe Simard,418 234-1770,www.ciqifm.com,,,418 248-4603,"191,Chemin des Poirier "
181,"C I S M - 89,3 FM ",Radio,Indépendant,info@cism893.ca,Radio,Montréal,,QC,Montréal,Média étudiant,Indépendant,,www.cism893.ca,H3C 3J7,,514 343-7511,"2332, Édouard-Montpetit, #C-1509  C.P. 6128, Succ. Centre-ville"
182,C J A D (Ottawa),Radio,Bell Media,news@cjad.com,Radio,Ontario,,ON,Ottawa,,Bell Media,613 995-5795,www.cjad.com,K1A 0A6,,613 567-2426,"350-N, Édifice du Centre Tribune de la presse"
183,C J A D (Québec),,Bell Media,angelica.montgomery@cjad.com,,Québec,,QC,Québec,,Bell Media,,,G1R 5J1,,418 644-4010,"Tribune de la presse 1050, des Parlementaires"
184,C J A D - AM,Radio,Bell Media,news@cjad.com,Radio,Montréal,,QC,Montréal,,Bell Media,514 989-3868,www.cjad.com,H2L 4T9,,514 989-3838,"1717, René-Lévesque E.  "
185,"C J A N 99,3 FM",Radio,Indépendant,info@fm993.ca,Radio,Estrie,,QC,Asbestos,,Indépendant,819 879-7922,www.fm993.ca,J1T 0A3,,819 879-0993,"1, rue hilaire "
186,C J A S - FM,Radio,Indépendant,,Radio,Québec,,QC,Saint-Augustin,Média communautaire,Indépendant,(418) 947-2664,,G0G 2R0,Affaires régionales,,C.P. 100 
187,C J B E - FM,Radio,Indépendant,radioanticosti@xplornet.com,Radio,Côte-Nord,,QC,Port-Menier,Média communautaire,Indépendant,418 535-0292,www.radioanticosti.com,G0G 2Y0,,418 535-0292,"4, rue de Savoie C.P. 15"
188,C J D M - FM,Radio,Cogeco,nouvelles.drummondville@astral.com,Radio,Québec,,QC,Drummondville,,Cogeco,819 474-6610,www.cjdm.fm.com,J2C SG6,,819 474-1892,"2070, Saint-Georges "
189,C J D S - FM  ,Radio,,info@radio-unie-target.com,Radio,Chaudière-Appalaches,,QC,Saint-Pamphile,,,418 356-2586,www.radiocjds.com,G0R 3X0,,418 356-1303,"109, Route de l'Église C.P. 550"
190,C J I T - FM,Radio,Ind./Petit groupe,radiocjit@gmail.com,Radio,Estrie,,QC,Lac-Mégantic,,Ind./Petit groupe,819 583-0665,www.cjitfm.com,G6B 1C7,,819 583-0663,"4766, Laval "
191,"C J M Q 88,9 FM (The QUBE)",Radio,Cogeco,cjmqnews@yahoo.ca,Radio,Estrie,,QC,Sherbrooke,Média communautaire,Cogeco,,www.cjmq.fm,J1M 1J9,,819-822-1838,184 rue Queen 
192,C J M S 1040 AM Country,Radio,Indépendant,cjms@videotron.ca,Radio,Montérégie,,QC,Montréal,,Indépendant,,www.cjms1040.com,H2A 1A4,,514 903-2567,"3390, rue crémazie est "
193,C J S O - FM,Radio,Indépendant,cjso@cjso.qc.ca,Radio,Montérégie,,QC,Sorel-Tracy,,Indépendant,450 743-0293,www.cjso.qc.ca,J3P 4M7,,450 743-2772,"52, Du Roi "
194,C J T B - FM,Radio,,cjtb@globetrotter.net,Radio,Côte-Nord,,QC,Tête-à-la-Baleine,Média communautaire,,,,G0G 2W0,,418 242-2974,"152, rue de Lasalle, #10 "
195,C J V L - AM,Radio,Indépendant,,Radio,Chaudière-Appalaches,,QC,Sainte-Marie,,Indépendant,(418) 387-3757,,G6E 2W9,,(418) 387-1360,"1360, Notre-Dame S. "
196,C K - Munotair,Tél,Radio-Canada,jl@radiumstudio.com,Tél,Abitibi-Témiscamingue,,QC,Macamic,Média communautaire,Radio-Canada,,,J0Z 2S0,Affaires régionales - Communautaire,819 782-4227,"38, 7e Avenue O. "
197,"C K A J - 92,5 FM",Radio,Indépendant,info925@ckaj.org,Radio,Saguenay-Lac-St-Jean,,QC,Jonquière,Média communautaire,Indépendant,418 546-2528,www.ckaj.org,G7X 0A6,,418 546-2525,"3877, Boul. Harvey, 2ème étage "
198,C K A U - FM (Radio Kushapetsheken),Radio,Indépendant,ckau@ckau.com,Radio,Côte-Nord,,QC,Malioténam,Média ethnique,Indépendant,418 927-2800,www.ckau.com,G4R 4K2,Affaires régionales - Autochtones,418 927-2476,"100, Montagnais "
199,"C K B N - FM 90,5",Radio,Indépendant,information@ckbn.ca,Radio,Québec,,QC,Bécancour,Média communautaire,Indépendant,819 294-2527,www.ckbn.ca,G0X 1B0,,"819 294-2526, #231","10275, chemin Leblanc, #127 "
200,C K C H - AM,Radio,,,Radio,Outaouais,,QC,Hull,,,,,J8Y 3S6,,(819) 770-2463,"150, Edmonton "
201,"C K C N 94,1 FM (PurFM)",Radio,,ckcn941@purfm.com,Radio,Côte-Nord,,QC,Sept-Iles,,,418 968-6662,www.purfm.com,G4R 1X2,,418 962-3838,"365, boul. Laure "
202,C K G M - AM THE TEAM 990 ,Radio,Indépendant,writetous@team990.com,Radio,Montréal,,QC,Montréal,,Indépendant,514 931-4079,www.team990.com,H3Z 2B5,Sports,514 931-4487,"1310, av. Greene, #300 "
203,C K H Q - FM,Radio,Indépendant,ckhq@colba.net,Radio,Montérégie,,QC,Kanehsatke,Média communautaire,Indépendant,(450) 479-8322,,J0N 1E0,Autochtones - Communautaire,(450) 479-8321,"C. P. 4141, 505 Ahsennenhson Rd. "
204,C K I A - FM,Radio,Indépendant,direction@ckiafm.org,Radio,Québec,,QC,Québec,Média communautaire,Indépendant,,www.ckiafm.org,G1K 3B4,,418 529-9026,"335, Saint-joseph Est, #200 "
205,C K L M - AM,,,,,Montréal,,QC,Laval,,,,,H7T 1A3,,(450) 686-1570,"3195, boul. Saint-Martin O. "
206,"C K M N 96,5 FM",Radio,Indépendant,secretariat@ckmn.fm,Radio,Bas-St-Laurent,,QC,Rimouski,Média communautaire,Indépendant,418 724-7815,www.ckmn.fm,G5M 1A7,,418 722-2566,"323, montée Industrielle et commerciale "
207,C K N A,Radio,Indépendant,ckna@globetrotter.net,Radio,Côte-Nord,,QC,Natashquan,Média communautaire,Indépendant,418 726-3367,,G0G 2E0,Communautaire,418 726-3284,"29, ch. d’en Haut "
208,C K O D - FM,Radio,Indépendant,info@ckod.qc.ca,Radio,Montérégie,,QC,Salaberry-de-Valleyfield,,Indépendant,450 854-8105,www.ckod.qc.ca,J6T 1A9,,450 450-0103,"249, Victoria, #105 "
209,C K O I - FM,Radio,Cogeco,nouvelles@cogeconouvelles.com,Radio,Montréal,,QC,Montréal,,Cogeco,514 766-2474,www.ckoi.com,H5A 1M1,,514 789-2564,"800, De la Gauchetière, #1100 Place Bonaventure"
210,"C K O I 104,7 outaouais",Radio,Cogeco,nouvelles@fm1047.ca,Radio,Outaouais,,QC,Gatineau,,Cogeco,819 561-3333,www.fm1047.ca,J8Y 3S6,,819 561-3333,"150, d'Edmonton "
211,"C K R L 89,1",Radio,Indépendant,programmation@ckrl.qc.ca,Radio,Québec,,QC,Québec,Média communautaire,Indépendant,418 640-1588,www.ckrl.qc.ca,G1L 2W2,Affaires publiques - Arts et culture - Communautaire,418 640-2575,"405, 3e Avenue "
212,C K S M - AM,Radio,Cogeco,,Radio,Mauricie,,QC,Shawinigan,,Cogeco,819 539-7234,,G9N 8P3,,819 539-6860,"6183, boul. Royal "
213,C K U T - FM ,Radio,Indépendant,news@ckut.ca,Radio,Montréal,,QC,Montréal,Média étudiant,Indépendant,,www.ckut.ca,H3A 2B3,Actualités - Arts et culture,"514 448-4041, #6788 ","3647, Université "
214,C K V L - AM,Radio,,,Radio,Montérégie,,QC,Longueuil,,,(450) 646-0933,www.ckvl.com,J4H 1C5,,(450) 677-0850,"89, Saint-Charles O. "
215,"C K V M - 93,1 FM",Radio,Indépendant,journaliste@ckvmfm.com,Radio,Abitibi-Témiscamingue,,QC,Ville-Marie,,Indépendant,819 622-0716,www.ckvmfm.com,J9V 2B7,,819 629-2710,"62, Sainte-Anne "
216,C M C L - TV (TV 9),Télévision,Quebecor,,Télévision,Montréal,,QC,Laval,Média communautaire,Quebecor,(450) 664-1748,,H7E 4P2,,(450) 664-1428,"2830, rang Saint-Elzéar E. "
217,C N F Q - FM,Radio,Indépendant,radiomontagnaie@globetrotter.net,Radio,Côte-Nord,,QC,Natashquan,Média ethnique,Indépendant,418-726-3430,,G0G 2E0,Premières nations,418-726-3327,C. P. 162 
218,C R K A - FM,Radio,Indépendant,crka1069fm@hotmail.ca,Radio,Côte-Nord,,QC,Schefferville,Média ethnique,Indépendant,418-585-2289,aucun ,G0G 2T0,,418-585-2632,C. P. 1390 
219,C R S G -FM,Radio,Indépendant,,Radio,Montréal,,QC,Montréal,Média étudiant,Indépendant,(514) 848-7450,,H3G 1M8,,(514) 848-7401,"Université Concordia 1455, de Maisonneuve O., #644"
220,C T B - TV (Câble 9),Télévision,Indépendant,ctbtv@ctbtv.com,Télévision,Lanaudière,,QC,Saint-Gabriel-de-Brandon,Média communautaire,Indépendant,450 835-9448,www.ctbtv.com,J0K 2N0,Affaires publiques - Affaires régionales - Affaires sociales - Communautaire,450 835-1114,"160, de Lanaudière "
221,C T R B - TV,Tél,Indépendant,tvcberthierville@hotmail.com,Tél,Lanaudière,,QC,Berthierville,Média communautaire,Indépendant,450 836-6412,www.ctrb.tv,J0K 1A0,,450 836-5103,"501, Montcalm "
222,C T V,Tél,Bell Media,montrealnews@ctv.ca,Tél,Montréal,,QC,Montréal,,Bell Media,514 273-1973,montreal.ctvnews.ca,H2K 4R2,,514 273-6311,"1205, av. Papineau Newsroom"
223,Cégep Montmorency,Maison d'enseignement,Indépendant,,Maison d'enseignement,Montréal,,QC,Laval,,Indépendant,450 975-6116,www.cmontmorency.qc.ca,H7N 5H9,,450 975-6100,"475, boulevard de l'avenir "
224,C'est à Voir,,,portage@editionsportage.com,,,,QC,Rivière-du-Loup,,,(418) 868-1229,,G5R 4C2,,(418) 862-0548,"298, boul Thériault "
225,Café In,Internet,,,Internet,,,,,,,,www.volute.qc.ca/cafe-in/,,,,
226,Camauto,Magazine,Indépendant,,Magazine,Montérégie,6 fois l'an,QC,Longueuil,,Indépendant,450 448-1041,www.autosphere.ca,J4M 2B3,Automobile - Transport,450 448-2220  ou  1 888 ,"2938, terrasse  Abénaquis, #110 "
227,Camionneurs magazine,Magazine,Media Plus,ccqi@camionquebec.com,Magazine,Montréal,10 fois l'an,QC,Montréal-Nord,,Media Plus,(514) 328-3131,www.camionquebec.com,H1H 2C5,,(514) 328-3485,"4058, Monselet, #114 "
228,Canadatürk,Radio,Indépendant,info@canadaturk.ca,Radio,Canada anglais,,ON,Scarborough,,Indépendant,416 444-4073,www.canadaturk.ca,M1R 4R2,,416 462-1244,"2, Clanwilliam Crt "
229,Canadian Asian News Montréal,,Indépendant,asian_news2003@yahoo.com,,Montréal,Bimensuel,QC,Mont-Royal,Média ethnique,Indépendant,450 923-8349,www.canadianasiannews.com,H3R 3L2,,514 952-2742,"25, avenue Glengarry, #416 "
230,Canal D,Télévision,Bell Media,,Télévision,Montréal,,QC,Montréal,,Bell Media,514 939-1515 ,www.canald.com,H3A 3J6,Documentaires,514 939-5000,"1800, ave. McGill College, #2700 "
231,Canal Indigo,Télévision,Quebecor,info@canalindigo.com,Télévision,Montréal,,QC,,,Quebecor,,www.canalindigo.com,,,,
232,Canal SAVOIR,Tél,Indépendant,info@canalsavoir.tv,Tél,Montréal,,QC,Montréal,,Indépendant,514 509-2299,www.canalsavoir.tv,H2K 2J1,Éducation - Santé,514 509-2222,"2200, rue Saint-Catherine E., #1er étage "
233,Canal Vie,Tél,Bell Media,,Tél,Montréal,,QC,Montréal,,Bell Media,514 939-3151,www.canalvie.com,H2L 4T9,Plein air - Santé - Vie,514-938-3330,"1717, René-Lévesque E. "
234,Canal Vox Granby,Télévision,Quebecor,granby@voxtv.ca,Télévision,Estrie,,QC,Granby,Média communautaire,Quebecor,450 372-5464,www.voxhd.com/granby,J2G 3X4,Affaires régionales - Communautaire,"450 378-1661, #3250","611, Cowie "
235,Canal Vox Rivière-du-Loup,Télévision,Quebecor,riviereduloup@voxtv.ca,Télévision,Bas-St-Laurent,,QC,Rivière-du-Loup,Média communautaire,Quebecor,418 867-2829,www.voxhd.com/riviere-du-loup,G5R 4L9,Affaires régionales - Communautaire,418 867-1479,"55, de l'Hotel-de-Ville Est "
